# Generated by Fieldy on 2019-11-21T16:43:06.922
# Version: 1
#
# System:
# NPW  = (64, 64, 1)
# CELL = [15.000, 15.000, 1.000, 0.000, 0.000, 0.000]
# IDS  = [1, 2]
# TYPE = R
#
# Columns: ix iy iz fields
    1     1     1   5.401674e-02  -2.711839e-02
    2     1     1   5.389022e-02  -2.739803e-02
    3     1     1   5.378520e-02  -2.760740e-02
    4     1     1   5.371335e-02  -2.774176e-02
    5     1     1   5.368223e-02  -2.779809e-02
    6     1     1   5.369501e-02  -2.777509e-02
    7     1     1   5.375039e-02  -2.767331e-02
    8     1     1   5.384265e-02  -2.749502e-02
    9     1     1   5.396180e-02  -2.724428e-02
   10     1     1   5.409392e-02  -2.692674e-02
   11     1     1   5.422156e-02  -2.654954e-02
   12     1     1   5.432426e-02  -2.612115e-02
   13     1     1   5.437916e-02  -2.565117e-02
   14     1     1   5.436169e-02  -2.515008e-02
   15     1     1   5.424629e-02  -2.462905e-02
   16     1     1   5.400724e-02  -2.409965e-02
   17     1     1   5.361951e-02  -2.357359e-02
   18     1     1   5.305979e-02  -2.306240e-02
   19     1     1   5.230746e-02  -2.257712e-02
   20     1     1   5.134585e-02  -2.212791e-02
   21     1     1   5.016345e-02  -2.172366e-02
   22     1     1   4.875524e-02  -2.137157e-02
   23     1     1   4.712397e-02  -2.107675e-02
   24     1     1   4.528132e-02  -2.084189e-02
   25     1     1   4.324875e-02  -2.066702e-02
   26     1     1   4.105787e-02  -2.054949e-02
   27     1     1   3.875035e-02  -2.048417e-02
   28     1     1   3.637694e-02  -2.046376e-02
   29     1     1   3.399596e-02  -2.047947e-02
   30     1     1   3.167106e-02  -2.052168e-02
   31     1     1   2.946850e-02  -2.058068e-02
   32     1     1   2.745414e-02  -2.064733e-02
   33     1     1   2.569036e-02  -2.071358e-02
   34     1     1   2.423319e-02  -2.077279e-02
   35     1     1   2.312972e-02  -2.081985e-02
   36     1     1   2.241601e-02  -2.085115e-02
   37     1     1   2.211556e-02  -2.086451e-02
   38     1     1   2.223828e-02  -2.085904e-02
   39     1     1   2.278013e-02  -2.083510e-02
   40     1     1   2.372323e-02  -2.079432e-02
   41     1     1   2.503665e-02  -2.073969e-02
   42     1     1   2.667773e-02  -2.067568e-02
   43     1     1   2.859391e-02  -2.060829e-02
   44     1     1   3.072514e-02  -2.054502e-02
   45     1     1   3.300666e-02  -2.049458e-02
   46     1     1   3.537200e-02  -2.046652e-02
   47     1     1   3.775607e-02  -2.047058e-02
   48     1     1   4.009800e-02  -2.051602e-02
   49     1     1   4.234360e-02  -2.061081e-02
   50     1     1   4.444725e-02  -2.076107e-02
   51     1     1   4.637305e-02  -2.097053e-02
   52     1     1   4.809526e-02  -2.124029e-02
   53     1     1   4.959819e-02  -2.156876e-02
   54     1     1   5.087545e-02  -2.195182e-02
   55     1     1   5.192894e-02  -2.238310e-02
   56     1     1   5.276760e-02  -2.285438e-02
   57     1     1   5.340608e-02  -2.335597e-02
   58     1     1   5.386350e-02  -2.387716e-02
   59     1     1   5.416215e-02  -2.440658e-02
   60     1     1   5.432649e-02  -2.493256e-02
   61     1     1   5.438204e-02  -2.544343e-02
   62     1     1   5.435454e-02  -2.592783e-02
   63     1     1   5.426906e-02  -2.637495e-02
   64     1     1   5.414928e-02  -2.677479e-02

    1     2     1   5.357517e-02  -2.752248e-02
    2     2     1   5.340090e-02  -2.778711e-02
    3     2     1   5.326227e-02  -2.798510e-02
    4     2     1   5.316977e-02  -2.811211e-02
    5     2     1   5.313019e-02  -2.816533e-02
    6     2     1   5.314641e-02  -2.814361e-02
    7     2     1   5.321725e-02  -2.804741e-02
    8     2     1   5.333754e-02  -2.787885e-02
    9     2     1   5.349832e-02  -2.764164e-02
   10     2     1   5.368708e-02  -2.734097e-02
   11     2     1   5.388824e-02  -2.698339e-02
   12     2     1   5.408361e-02  -2.657662e-02
   13     2     1   5.425300e-02  -2.612942e-02
   14     2     1   5.437487e-02  -2.565133e-02
   15     2     1   5.442701e-02  -2.515244e-02
   16     2     1   5.438728e-02  -2.464320e-02
   17     2     1   5.423437e-02  -2.413412e-02
   18     2     1   5.394861e-02  -2.363554e-02
   19     2     1   5.351279e-02  -2.315736e-02
   20     2     1   5.291308e-02  -2.270872e-02
   21     2     1   5.213990e-02  -2.229773e-02
   22     2     1   5.118883e-02  -2.193117e-02
   23     2     1   5.006153e-02  -2.161418e-02
   24     2     1   4.876643e-02  -2.135001e-02
   25     2     1   4.731936e-02  -2.113982e-02
   26     2     1   4.574379e-02  -2.098262e-02
   27     2     1   4.407071e-02  -2.087530e-02
   28     2     1   4.233806e-02  -2.081280e-02
   29     2     1   4.058967e-02  -2.078850e-02
   30     2     1   3.887367e-02  -2.079460e-02
   31     2     1   3.724059e-02  -2.082274e-02
   32     2     1   3.574107e-02  -2.086443e-02
   33     2     1   3.442356e-02  -2.091169e-02
   34     2     1   3.333195e-02  -2.095737e-02
   35     2     1   3.250344e-02  -2.099555e-02
   36     2     1   3.196672e-02  -2.102177e-02
   37     2     1   3.174057e-02  -2.103314e-02
   38     2     1   3.183296e-02  -2.102847e-02
   39     2     1   3.224062e-02  -2.100825e-02
   40     2     1   3.294925e-02  -2.097464e-02
   41     2     1   3.393419e-02  -2.093148e-02
   42     2     1   3.516162e-02  -2.088408e-02
   43     2     1   3.659021e-02  -2.083911e-02
   44     2     1   3.817317e-02  -2.080425e-02
   45     2     1   3.986048e-02  -2.078784e-02
   46     2     1   4.160128e-02  -2.079835e-02
   47     2     1   4.334618e-02  -2.084389e-02
   48     2     1   4.504933e-02  -2.093163e-02
   49     2     1   4.667014e-02  -2.106734e-02
   50     2     1   4.817460e-02  -2.125497e-02
   51     2     1   4.953604e-02  -2.149644e-02
   52     2     1   5.073542e-02  -2.179148e-02
   53     2     1   5.176124e-02  -2.213769e-02
   54     2     1   5.260909e-02  -2.253072e-02
   55     2     1   5.328093e-02  -2.296443e-02
   56     2     1   5.378427e-02  -2.343125e-02
   57     2     1   5.413128e-02  -2.392241e-02
   58     2     1   5.433784e-02  -2.442831e-02
   59     2     1   5.442269e-02  -2.493876e-02
   60     2     1   5.440655e-02  -2.544329e-02
   61     2     1   5.431132e-02  -2.593139e-02
   62     2     1   5.415925e-02  -2.639280e-02
   63     2     1   5.397227e-02  -2.681769e-02
   64     2     1   5.377120e-02  -2.719698e-02

    1     3     1   5.313991e-02  -2.789877e-02
    2     3     1   5.292574e-02  -2.814912e-02
    3     3     1   5.275896e-02  -2.833630e-02
    4     3     1   5.264913e-02  -2.845633e-02
    5     3     1   5.260246e-02  -2.850663e-02
    6     3     1   5.262156e-02  -2.848610e-02
    7     3     1   5.270536e-02  -2.839519e-02
    8     3     1   5.284916e-02  -2.823586e-02
    9     3     1   5.304475e-02  -2.801152e-02
   10     3     1   5.328079e-02  -2.772696e-02
   11     3     1   5.354313e-02  -2.738820e-02
   12     3     1   5.381536e-02  -2.700235e-02
   13     3     1   5.407934e-02  -2.657743e-02
   14     3     1   5.431583e-02  -2.612216e-02
   15     3     1   5.450514e-02  -2.564575e-02
   16     3     1   5.462779e-02  -2.515766e-02
   17     3     1   5.466518e-02  -2.466742e-02
   18     3     1   5.460029e-02  -2.418433e-02
   19     3     1   5.441834e-02  -2.371727e-02
   20     3     1   5.410748e-02  -2.327447e-02
   21     3     1   5.365946e-02  -2.286323e-02
   22     3     1   5.307024e-02  -2.248974e-02
   23     3     1   5.234062e-02  -2.215885e-02
   24     3     1   5.147669e-02  -2.187386e-02
   25     3     1   5.049019e-02  -2.163641e-02
   26     3     1   4.939864e-02  -2.144640e-02
   27     3     1   4.822523e-02  -2.130196e-02
   28     3     1   4.699834e-02  -2.119961e-02
   29     3     1   4.575082e-02  -2.113445e-02
   30     3     1   4.451881e-02  -2.110043e-02
   31     3     1   4.334034e-02  -2.109081e-02
   32     3     1   4.225372e-02  -2.109853e-02
   33     3     1   4.129571e-02  -2.111665e-02
   34     3     1   4.049979e-02  -2.113881e-02
   35     3     1   3.989445e-02  -2.115958e-02
   36     3     1   3.950174e-02  -2.117472e-02
   37     3     1   3.933615e-02  -2.118148e-02
   38     3     1   3.940380e-02  -2.117869e-02
   39     3     1   3.970220e-02  -2.116683e-02
   40     3     1   4.022030e-02  -2.114800e-02
   41     3     1   4.093913e-02  -2.112583e-02
   42     3     1   4.183273e-02  -2.110527e-02
   43     3     1   4.286954e-02  -2.109236e-02
   44     3     1   4.401397e-02  -2.109382e-02
   45     3     1   4.522813e-02  -2.111671e-02
   46     3     1   4.647367e-02  -2.116798e-02
   47     3     1   4.771346e-02  -2.125401e-02
   48     3     1   4.891312e-02  -2.138022e-02
   49     3     1   5.004226e-02  -2.155073e-02
   50     3     1   5.107545e-02  -2.176809e-02
   51     3     1   5.199274e-02  -2.203317e-02
   52     3     1   5.277996e-02  -2.234505e-02
   53     3     1   5.342867e-02  -2.270111e-02
   54     3     1   5.393589e-02  -2.309715e-02
   55     3     1   5.430371e-02  -2.352750e-02
   56     3     1   5.453867e-02  -2.398530e-02
   57     3     1   5.465118e-02  -2.446270e-02
   58     3     1   5.465489e-02  -2.495105e-02
   59     3     1   5.456593e-02  -2.544119e-02
   60     3     1   5.440235e-02  -2.592368e-02
   61     3     1   5.418332e-02  -2.638899e-02
   62     3     1   5.392853e-02  -2.682778e-02
   63     3     1   5.365749e-02  -2.723109e-02
   64     3     1   5.338888e-02  -2.759060e-02

    1     4     1   5.272658e-02  -2.824008e-02
    2     4     1   5.247960e-02  -2.847724e-02
    3     4     1   5.228964e-02  -2.865448e-02
    4     4     1   5.216553e-02  -2.876810e-02
    5     4     1   5.211301e-02  -2.881569e-02
    6     4     1   5.213449e-02  -2.879626e-02
    7     4     1   5.222899e-02  -2.871022e-02
    8     4     1   5.239214e-02  -2.855938e-02
    9     4     1   5.261639e-02  -2.834691e-02
   10     4     1   5.289124e-02  -2.807724e-02
   11     4     1   5.320369e-02  -2.775595e-02
   12     4     1   5.353868e-02  -2.738962e-02
   13     4     1   5.387962e-02  -2.698566e-02
   14     4     1   5.420901e-02  -2.655209e-02
   15     4     1   5.450902e-02  -2.609737e-02
   16     4     1   5.476212e-02  -2.563017e-02
   17     4     1   5.495166e-02  -2.515917e-02
   18     4     1   5.506248e-02  -2.469281e-02
   19     4     1   5.508148e-02  -2.423914e-02
   20     4     1   5.499814e-02  -2.380558e-02
   21     4     1   5.480502e-02  -2.339873e-02
   22     4     1   5.449822e-02  -2.302419e-02
   23     4     1   5.407777e-02  -2.268644e-02
   24     4     1   5.354793e-02  -2.238865e-02
   25     4     1   5.291738e-02  -2.213261e-02
   26     4     1   5.219923e-02  -2.191867e-02
   27     4     1   5.141089e-02  -2.174578e-02
   28     4     1   5.057371e-02  -2.161151e-02
   29     4     1   4.971231e-02  -2.151226e-02
   30     4     1   4.885383e-02  -2.144344e-02
   31     4     1   4.802680e-02  -2.139981e-02
   32     4     1   4.725996e-02  -2.137575e-02
   33     4     1   4.658095e-02  -2.136567e-02
   34     4     1   4.601495e-02  -2.136434e-02
   35     4     1   4.558343e-02  -2.136722e-02
   36     4     1   4.530303e-02  -2.137078e-02
   37     4     1   4.518469e-02  -2.137266e-02
   38     4     1   4.523305e-02  -2.137187e-02
   39     4     1   4.544620e-02  -2.136880e-02
   40     4     1   4.581582e-02  -2.136527e-02
   41     4     1   4.632757e-02  -2.136432e-02
   42     4     1   4.696189e-02  -2.137012e-02
   43     4     1   4.769501e-02  -2.138763e-02
   44     4     1   4.850017e-02  -2.142233e-02
   45     4     1   4.934893e-02  -2.147988e-02
   46     4     1   5.021251e-02  -2.156571e-02
